会社名,ホームページURL,代表者名,住所1,住所2,従業員数,資本金,設立年,設立月,上場区分,業態,業界1,業界2-1,業界2-2,業界2-3,業界2-4,業界2-5,業界2-6,業界2-7,業界2-8,業界2-9,業界2-10,業界2-11,業界2-12,業界2-13,業界2-14,業界2-15,業界2-16,業界2-17,業界2-18,業界2-19,業界2-20
SBI VCトレード株式会社,https://www.sbivc.co.jp,尹煕元,東京都,港区,0,1000,2017,6,未上場,BtoC,IT,クラウド系・Fintech,,,,,,,,,,,,,,,,,,,
株式会社ポーラスタァ,http://www.polst.jp,高沖清乃,東京都,港区,0,-,2006,10,未上場,"BtoB,BtoC",IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社V NEXT,http://vgroup.jp,吉川雅之,東京都,港区,0,100,,,未上場,BtoB,IT,Web制作,,,,,,,,,,,,,,,,,,,
HomeAway株式会社,https://www.homeaway.jp,JohnKim,東京都,港区,0,-,2016,1,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社ConFrog,https://www.popkon.com,閔丙浩,東京都,港区,0,3000,,,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
合同会社オクトエル,http://www.okutoeru.com,岩堀禎廣,東京都,港区,0,-,2006,11,未上場,BtoB,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社メディグローブ,http://mediglobe.sakura.ne.jp,淵上祥児,東京都,港区,0,-,2005,7,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
サイソンユニット株式会社,http://saisonz.com,西村正樹,東京都,港区,0,-,2010,2,未上場,BtoB,IT,不動産コンサル,システム開発,土木コンサル,,,,,,,,,,,,,,,,,
株式会社newlogic,http://newlogic.jp,船木大輔,東京都,港区,0,-,2015,6,未上場,BtoC,IT,パソコン・スマホ機器販売,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
株式会社ロイヤルコーポレーション,http://www.royal-cop.jp,長島信有,東京都,港区,0,1000,1993,4,未上場,"BtoC,BtoB",IT,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,
株式会社スペースシップ,http://www.spaceship.co.jp,椎葉宏,東京都,港区,0,2300,2011,11,未上場,BtoB,IT,経営コンサル,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
株式会社SIPS‐1,https://ja-jp.facebook.com,増田和人,東京都,港区,0,600,2015,6,未上場,BtoB,IT,リサイクル,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
ネクステリア株式会社,http://www.nexteria.co.jp,森本耕司,東京都,港区,0,1000,2003,9,未上場,BtoB,IT,システム開発,Web制作,,,,,,,,,,,,,,,,,,
ポケットシェルター株式会社,http://www.pocketshelter.jp,久保田春咲,東京都,港区,0,6300,2016,8,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社yorumiru,https://yorumiru.co.jp,小宮一恭,東京都,港区,0,100,2021,1,未上場,BtoB,IT,システム開発,教材,,,,,,,,,,,,,,,,,,
株式会社カケザン,https://kakezan.co.jp,長尾啓樹,東京都,港区,0,2500,2012,7,未上場,BtoB,IT,Web制作,,,,,,,,,,,,,,,,,,,
株式会社エイチエス,http://hs-ltd.jp,北村和明,東京都,港区,0,500,2009,9,未上場,BtoB,IT,Webアプリ・サービス運営,デザイン,,,,,,,,,,,,,,,,,,
テッドベーカージャパン株式会社,http://tedbaker.jp,-,東京都,港区,0,-,1988,1,未上場,BtoC,IT,レディースアパレル販売,総合系eコマース,メンズアパレル,,,,,,,,,,,,,,,,,
株式会社ティ・ネット・クリエイト,http://www.tnetcreate.com,西川朋範,東京都,港区,0,1180,1998,4,未上場,BtoB,IT,インターネット広告代理店,Web制作,,,,,,,,,,,,,,,,,,
株式会社Splean,https://splean.co.jp,宮原裕宇,東京都,港区,0,-,2021,1,未上場,BtoB,IT,システム開発,Webアプリ・サービス運営,デザイン,,,,,,,,,,,,,,,,,
株式会社IMC,http://www.imc-manage.com,石川正人,東京都,港区,0,1450,2006,10,未上場,BtoB,IT,システム開発,デザイン,,,,,,,,,,,,,,,,,,
株式会社スマートスクール,https://smartschool.co.jp,中村真二,東京都,港区,0,-,,,未上場,"BtoB,BtoC",IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社アートイット,https://www.art-it.asia,一色與志子,東京都,港区,0,-,2005,6,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
Qrio株式会社,https://qrio.me,後藤郁磨,東京都,港区,0,10000,2014,12,未上場,"BtoC,BtoB",IT,システム開発,,,,,,,,,,,,,,,,,,,
Absolute株式会社,http://absolute.jpn.com,栗林卓也,東京都,港区,0,4000,2015,4,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
イー・ギャランティ・ソリューション株式会社,https://www.eguarantee.co.jp,江藤公則,東京都,港区,0,1000,2013,11,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社スーパーネット・ジャパン,https://www.supernet.co.jp,川腰佳子,東京都,港区,0,-,1997,1,未上場,BtoB,IT,Web制作,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,
株式会社e電力ソリューションズ,http://e-denryoku.co.jp,虞立群,東京都,港区,0,3000,2015,6,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社アプリソフト,http://www.apsoft.jp,-,東京都,港区,0,1000,2003,2,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
ユビセンス・ジャパン株式会社,https://www.geoplan.co.jp,西澤常彦,東京都,港区,0,1000,1997,5,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社スペースファインダー,http://www.spacefinder.net,須田光一,東京都,港区,0,-,2014,2,未上場,"BtoC,BtoB",IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
アイティーコーディネート株式会社,http://www.itcoordinate.co.jp,木下雅善,東京都,港区,0,20000,2000,11,未上場,BtoB,IT,システム開発,IT系教育,教材,,,,,,,,,,,,,,,,,
株式会社ヴィオラスケープ,http://violascape.com,宮塚功,東京都,港区,0,1000,2005,1,未上場,BtoB,IT,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,,
ビットプロパティー株式会社,https://www.facebook.com,小川晋平,東京都,港区,0,500,2015,12,未上場,BtoB,IT,クラウド系・Fintech,,,,,,,,,,,,,,,,,,,
エッジブランディング株式会社,http://www.edge-branding.co.jp,海老澤潤一,東京都,港区,0,100,2014,12,未上場,BtoB,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
BW Pay Limited株式会社,http://www.da-japan.com,安藤武文,東京都,港区,0,1000,,,未上場,BtoB,IT,システム開発,Web制作,,,,,,,,,,,,,,,,,,
NTTクラウドコミュニケーションズ・ジャパン株式会社,https://www.arkadin.com,田中羊二,東京都,港区,0,6000,2005,1,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社チョーズン・ワン,https://www.chosen-one.co.jp,三上亮,東京都,港区,0,3000,2021,1,未上場,BtoB,IT,eコマース,eコマース,広告運用コンサル,,,,,,,,,,,,,,,,,
株式会社ライル,http://ryle.goou.jp,千葉登士雄,東京都,港区,0,100,,,未上場,"BtoC,BtoB",IT,Web制作,,,,,,,,,,,,,,,,,,,
アイ・サイナップ株式会社,http://www.ai-cynap.com,江藤潔,東京都,港区,0,1010,2001,11,未上場,BtoB,IT,研究・調査・リサーチ,,,,,,,,,,,,,,,,,,,
株式会社SOHARA,https://sohara.online,蘇原博史,東京都,港区,0,-,2021,1,未上場,"BtoC,BtoB",IT,広告代理店,化粧品販売,,,,,,,,,,,,,,,,,,
株式会社メディアフューチャー,https://www.irhpress.co.jp,-,東京都,港区,0,-,,,未上場,"BtoB,BtoC",IT,販促コンサル,Webアプリ・サービス運営,デザイン,,,,,,,,,,,,,,,,,
アポロテクノロジーズ株式会社,https://apollo-tech.jp,小塚英一郎,東京都,港区,0,10000,2022,1,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社OKAMI PROJECT,https://e-motty.com,望月高清,東京都,港区,0,100,2006,11,未上場,"BtoC,BtoB",IT,Webアプリ・サービス運営,資格取得,インターネット広告代理店,,,,,,,,,,,,,,,,,
株式会社クォンタムオペレーション,https://quantum-op.co.jp,加藤和磨,東京都,港区,0,10000,2017,10,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社日本利達,http://www.lzt-ngy.co.jp,趙,東京都,港区,0,1000,2008,8,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
プロジック株式会社,http://www.progic.jp,石川信彦,東京都,港区,0,900,2015,6,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社バンク,https://bank.co.jp,光本勇介,東京都,港区,0,900,2017,2,未上場,BtoC,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社アド・キーメディア企画,http://adkeymedia.com,森本六津雄,東京都,港区,0,1500,1997,3,未上場,"BtoC,BtoB",IT,システム開発,雑貨販売,総合系eコマース,,,,,,,,,,,,,,,,,
株式会社Too Digital Marketplace,https://dmp.too.co.jp,石井剛太,東京都,港区,0,-,2021,6,未上場,BtoB,IT,eコマース,eコマース,デジタル系コンテンツ,,,,,,,,,,,,,,,,,
有限会社サンレイ,http://www.3ray.jp,鈴木誠,東京都,港区,0,300,1998,12,未上場,BtoB,IT,Web制作,Webマーケコンサル,,,,,,,,,,,,,,,,,,
アウモ株式会社,https://criacao.co.jp,中村陽祐,東京都,港区,0,15000,2018,3,未上場,"BtoC,BtoB",IT,Webアプリ・サービス運営,販促コンサル,Webマーケコンサル,,,,,,,,,,,,,,,,,
アップタイム・テクノロジーズ合同会社,http://www.uptime.jp,永安悟史,東京都,港区,-,-,2009,11,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社ポータル・アンド・クリエイティブ,http://www.portal-creative.com,-,東京都,港区,-,1000,2003,11,未上場,"BtoC,BtoB",IT,デジタル系コンテンツ,Webアプリ・サービス運営,システム開発,,,,,,,,,,,,,,,,,
株式会社アイエスティー,http://www.j-ist.co.jp,水島鉄夫,東京都,港区,-,1200,1991,4,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社アド給,http://adkyu.co.jp,-,東京都,港区,-,-,2016,9,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
プラム株式会社,https://www.plum.co.jp,李崢,東京都,港区,-,500,2021,7,未上場,"BtoC,BtoB",IT,システム開発,Web制作,パソコン・スマホ機器販売,,,,,,,,,,,,,,,,,
ビズーン株式会社,http://bizoon.co.jp,鈴木隆彰,東京都,港区,-,2000,2009,10,未上場,BtoC,IT,デジタル系コンテンツ,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
株式会社エターナル,http://www.eternalmessage.jp,安田幸史,東京都,港区,-,-,,,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社イデアテック,http://ideaxtech.jp,村元啓介,東京都,港区,-,100,,,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社こちずライブラリ,http://oldmap.jp,熊谷伸一,東京都,港区,-,-,2013,12,未上場,"BtoB,BtoC",IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社SIDE TAIL,http://cuttaloca.com,横尾幸久,東京都,港区,-,-,2012,9,未上場,BtoB,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社アテンドコム,http://www.attendcom.jp,-,東京都,港区,-,1000,2006,6,未上場,BtoB,IT,Web制作,システム開発,翻訳・通訳,,,,,,,,,,,,,,,,,
パステル・ネットワークス株式会社,http://pastelnetworks.com,岡本正毅,東京都,港区,-,-,2006,3,未上場,BtoB,IT,情報セキュリティ,ソフトウェア商社,販促コンサル,,,,,,,,,,,,,,,,,
株式会社M Delta C,http://mdeltac.com,今村哲也,東京都,港区,-,30,2017,4,未上場,BtoB,IT,資産運用コンサル,経営コンサル,,,,,,,,,,,,,,,,,,
株式会社リモシア,https://www.remosia.biz,張毅強,東京都,港区,-,-,2021,2,未上場,BtoB,IT,クラウド系・Fintech,,,,,,,,,,,,,,,,,,,
株式会社清門商会,http://www.seimon.co.jp,清水稔也,東京都,港区,-,500,,,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社デザートラッシュ,https://dessertrush.jp,渡邊智一,東京都,港区,-,-,2021,7,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社キャリアアセスメントラボ,http://www.ccal.co.jp,福屋貴司,東京都,港区,-,10000,2012,10,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社ジオシス,http://www.geosys.jp,藤井賢一,東京都,港区,-,-,2006,10,未上場,"BtoC,BtoB",IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社CLO VIRTUAL FASHION,https://www.clo3d.com,-,東京都,港区,-,-,2021,2,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社モデリングテクノロジー,http://modeling.tech,-,東京都,港区,-,300,,,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
ジークラウド株式会社,https://school.rainbowapps.com,宮本太司,東京都,港区,-,-,2015,10,未上場,"BtoC,BtoB",IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社FDE,http://www.fukuden.info,武藤靖典,東京都,港区,-,1000,1988,11,未上場,BtoB,IT,工作機器,システム開発,,,,,,,,,,,,,,,,,,
Peko Peko株式会社,https://pekopeko.app,-,東京都,港区,-,-,2021,5,未上場,BtoB,IT,Web制作,システム開発,,,,,,,,,,,,,,,,,,
株式会社リビングサポート,https://livingsupport.co.jp,-,東京都,港区,-,-,,,未上場,"BtoC,BtoB",IT,Webアプリ・サービス運営,研究・調査・リサーチ,,,,,,,,,,,,,,,,,,
株式会社フーダス,https://www.foodas.jp,-,東京都,港区,-,-,2021,5,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社ArentAI,https://www.vestone.co.jp,山﨑翼,東京都,港区,-,-,2021,3,未上場,"BtoC,BtoB",IT,業務請負,システム開発,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,
グローバル大学ドットコム株式会社,http://www.globaldaigaku.com,ジェイムス・イアン・イエロリーズ,東京都,港区,-,-,2000,10,未上場,"BtoC,BtoB",IT,Webアプリ・サービス運営,企業研修,,,,,,,,,,,,,,,,,,
株式会社モノリス,http://www.monolis.co.jp,渦原拓也,東京都,港区,-,-,2006,12,未上場,BtoB,IT,ITインフラストラクチャー,Web制作,,,,,,,,,,,,,,,,,,
株式会社Biz Forward,https://bizforward.co.jp,冨山直道,東京都,港区,-,100000,2021,8,未上場,BtoB,IT,Webアプリ・サービス運営,事業者金融,,,,,,,,,,,,,,,,,,
株式会社アリクレア,http://aricrea.co.jp,有安一也,東京都,港区,-,800,,,未上場,"BtoC,BtoB",IT,デザイン,事業用リフォーム,,,,,,,,,,,,,,,,,,
株式会社フラグシップ,http://www.f-ships.com,泉清崇,東京都,港区,-,-,2008,3,未上場,BtoB,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社新選堂,http://eturaku.jp,福田美穂,東京都,港区,-,1000,2006,4,未上場,"BtoB,BtoC",IT,経営コンサル,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
株式会社エビとも,http://www.ebitomo.co.jp,海老原憲,東京都,港区,-,-,2007,6,未上場,"BtoB,BtoC",IT,経営コンサル,Webアプリ・サービス運営,Webマーケコンサル,,,,,,,,,,,,,,,,,
株式会社REVESIA,https://revesia.co.jp,小坂敏康,東京都,港区,-,300,,,未上場,BtoB,IT,Web制作,Webアプリ・サービス運営,イベント,,,,,,,,,,,,,,,,,
株式会社Hi-Intelligence,http://www.masts.jp,西田優介,東京都,港区,-,-,,,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社ウィルコ,http://www.wilco-pmc.com,刀根貴彦,東京都,港区,-,10000,1999,11,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社Sugar,http://sugar-make.com,宮内直人,東京都,港区,-,300,2004,7,未上場,"BtoB,BtoC",IT,美容グッズ販売,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
株式会社ママそら,http://mamasola.net,奥田絵美,東京都,港区,-,-,2013,4,未上場,"BtoB,BtoC",IT,Webアプリ・サービス運営,イベント,,,,,,,,,,,,,,,,,,
シンクテクノロジーズ株式会社,https://www.thinktech.jp,猪俣知明,東京都,港区,-,-,2021,4,未上場,BtoC,IT,システム開発,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
株式会社エムアンドエムシステム,http://www.mamsys.jp,萩原伸彦,東京都,港区,-,1000,1990,5,未上場,BtoB,IT,Web制作,システム開発,,,,,,,,,,,,,,,,,,
サイバーユニバーシティ株式会社,http://biz.cyber-u.ac.jp,緒方恵一郎,東京都,港区,-,80000,2005,12,未上場,"BtoC,BtoB",IT,学校,システム開発,,,,,,,,,,,,,,,,,,
バーチャル・エイベックス株式会社,https://virtual-avex.com,加藤信介,東京都,港区,-,4500,2021,8,未上場,"BtoC,BtoB",IT,デジタル系コンテンツ,芸能プロダクション・タレント,,,,,,,,,,,,,,,,,,
株式会社ブルー・ミュージックエンタテインメント,http://www.bluemusic.co.jp,鈴木正義,東京都,港区,-,1000,2004,6,未上場,"BtoC,BtoB",IT,マルチメディア・楽器,デジタル系コンテンツ,システム開発,,,,,,,,,,,,,,,,,
株式会社AnalySys.,https://analysys.co.jp,宮本健市,東京都,港区,-,10000,2014,2,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
RTB3株式会社,http://www.rtb3.com,中村光宏,東京都,港区,-,-,2016,2,未上場,"BtoB,BtoC",IT,デジタル系コンテンツ,CM制作・映像制作,,,,,,,,,,,,,,,,,,
ユニバーサルソリューション株式会社,https://universal-solution.co.jp,長村直樹,東京都,港区,-,500,2021,6,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社ハローワールド,http://www.helloworld.co.jp,笹岡太久磨,東京都,港区,-,500,2009,11,未上場,BtoB,IT,Webアプリ・サービス運営,デザイン,,,,,,,,,,,,,,,,,,
株式会社ギフトカムジャパン,https://raffi-ne.jp,小笠原弘樹,東京都,港区,-,5800,2013,5,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社chase medical,https://chase-jp.com,前田実穂,東京都,港区,-,-,2021,4,未上場,BtoB,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
アカネイロ株式会社,https://akaneiro-inc.com,行廣昌彦,東京都,港区,-,-,2021,6,未上場,BtoB,IT,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,,
株式会社United Fund Japan,http://aiselectionjapan.com,飯野武蔵,東京都,港区,-,-,2021,5,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社メルペイ,https://jp.merpay.com,山本真人,東京都,港区,-,10000,2017,11,未上場,"BtoC,BtoB",IT,クラウド系・Fintech,,,,,,,,,,,,,,,,,,,
株式会社WEBSTAX,https://www.webstax.co.jp,-,東京都,港区,-,1000,2021,3,未上場,BtoB,IT,クラウド系・Fintech,システム開発,,,,,,,,,,,,,,,,,,
株式会社知財ラボ,https://jp-ip.com,大倉昭人,東京都,港区,-,-,2021,8,未上場,BtoB,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
イーズ・コミュニケーションズ株式会社,http://www.ize-communications.com,上野均,東京都,港区,-,10000,2001,3,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
有限会社ラウンド・アバウト,https://www.roundabout-inc.com,後藤透,東京都,港区,-,4000,2009,10,未上場,"BtoB,BtoC",IT,Webアプリ・サービス運営,販促コンサル,Webマーケコンサル,,,,,,,,,,,,,,,,,
SBIネオバンキングシステム株式会社,https://sbifi.co.jp,木村美礼,東京都,港区,-,10000,2017,2,未上場,BtoB,IT,クラウド系・Fintech,システム開発,,,,,,,,,,,,,,,,,,
ノイジックス・エンタテインメント株式会社,http://www.noisix.co.jp,近江賢介,東京都,港区,-,-,2009,11,未上場,"BtoB,BtoC",IT,マルチメディア・楽器,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,
株式会社TAILBONE,https://tailbone.jp,駒ヶ嶺正典,東京都,港区,-,-,2021,1,未上場,BtoB,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
アルクトス株式会社,http://www.arctos-co.jp,山里佳秀,東京都,港区,-,-,2021,4,未上場,BtoB,IT,システム開発,Web制作,Webマーケコンサル,,,,,,,,,,,,,,,,,
株式会社Inspiration,http://inspire-consulting.co.jp,田村宏史,東京都,港区,-,-,2012,10,未上場,BtoB,IT,経営コンサル,,,,,,,,,,,,,,,,,,,
株式会社トラスト,http://trust-biz.co.jp,合使賢一,東京都,港区,-,-,2009,11,未上場,BtoB,IT,システム開発,防犯機器,,,,,,,,,,,,,,,,,,
株式会社コンプレイトデザイン,http://www.completo.co.jp,西村武,東京都,港区,-,1000,1997,12,未上場,BtoB,IT,デザイン,Webアプリ・サービス運営,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,
株式会社ドットマークス,https://www.dotmarks.co.jp,月本康正,東京都,港区,-,100,2023,8,,-,IT,Webアプリ・サービス運営,Web制作,インターネット広告代理店,,,,,,,,,,,,,,,,,
株式会社テレコムペイメント,http://www.telecompayment.com,杉山順一,東京都,港区,-,-,1994,9,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
アルファス株式会社,https://alphaus.cloud,廣瀬肇,東京都,港区,-,10000,2021,4,未上場,BtoB,IT,クラウド系・Fintech,,,,,,,,,,,,,,,,,,,
TCGリサーチ株式会社,http://www.tcgr.jp,鈴木学,東京都,港区,-,-,2011,11,未上場,"BtoC,BtoB",IT,インターネット広告代理店,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
株式会社リアルセレクター,http://www.real-selector.jp,新川陽介,東京都,港区,-,-,,,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社ホーリーカウ,https://www.holycow.co.jp,出原秀一,東京都,港区,-,500,2006,5,未上場,BtoC,IT,Webアプリ・サービス運営,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,
有限会社電影工房,http://www.denei.co.jp,滝川信博,東京都,港区,-,300,1993,7,未上場,BtoB,IT,デジタル系コンテンツ,CM制作・映像制作,,,,,,,,,,,,,,,,,,
株式会社しくみラボ,https://www.facebook.com,田村啓,東京都,港区,-,-,2009,6,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社PJ,http://bk-sagasa-nt.com,伊藤亮洋,東京都,港区,-,2641,2014,1,未上場,BtoB,IT,事業用物件・ビル賃貸,Webアプリ・サービス運営,販促コンサル,,,,,,,,,,,,,,,,,
テクノエナジー株式会社,http://space-search.net,小林啓郎,東京都,港区,-,-,,,未上場,BtoB,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社シーシーアールジャパン,http://www.ccr-j.co.jp,-,東京都,港区,-,4000,1999,11,未上場,BtoB,IT,システム開発,Web制作,,,,,,,,,,,,,,,,,,
rainbow duck株式会社,https://rainbowduck.jp,原澤慶太郎,東京都,港区,-,997,2021,3,未上場,BtoB,IT,Webアプリ・サービス運営,Web制作,書籍出版,,,,,,,,,,,,,,,,,
株式会社トライトン,http://www.triton-dsgn.co.jp,-,東京都,港区,-,-,2008,5,未上場,BtoB,IT,Web制作,,,,,,,,,,,,,,,,,,,
株式会社いちばん,http://www.ichi-ban.co.jp,藤田智,東京都,港区,-,300,2006,6,未上場,BtoB,IT,CM制作・映像制作,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,
株式会社オーディションドットコム,https://audition.co.jp,nobuyukinakano,東京都,港区,-,-,2004,8,未上場,"BtoB,BtoC",IT,芸能プロダクション・タレント,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
レディエント・メイト合同会社,https://radiant-mate.jp,辻川和喜,東京都,港区,-,-,2013,8,未上場,BtoB,IT,システム開発,CM制作・映像制作,Web制作,,,,,,,,,,,,,,,,,
株式会社イーリアルゲームズ,http://kuruten.jp,-,東京都,港区,-,1000,2006,6,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社ビジネスアソシエイツ,http://www.business-net.jp,唐澤鉄夫,東京都,港区,-,1000,1993,8,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社インフォミル,http://infomil.co.jp,小林剛,東京都,港区,-,-,2006,5,未上場,BtoB,IT,Web制作,,,,,,,,,,,,,,,,,,,
株式会社メッドスター,https://medstar.co.jp,上田真,東京都,港区,-,-,,,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
ピクセルクラフト株式会社,http://www.pixelcraft.co.jp,大槻貴志,東京都,港区,-,2400,2002,5,未上場,BtoB,IT,Webマーケコンサル,eコマース,eコマース,,,,,,,,,,,,,,,,,
株式会社ヴォズシーク,https://www.vozseek.com,新武志,東京都,港区,-,1000,2003,12,未上場,BtoB,IT,販促コンサル,インテリア系デザイン,,,,,,,,,,,,,,,,,,
株式会社宮下事務所,http://miyashita-ltd.com,宮下夏生,東京都,港区,-,-,1997,1,未上場,BtoB,IT,翻訳・通訳,,,,,,,,,,,,,,,,,,,
Manipulation株式会社,https://mani-pulation.com,山本祐樹,東京都,港区,-,-,2022,7,,-,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
タブレットジャパン株式会社,http://www.tabletjapan.jp,前田稔,東京都,港区,-,6800,2010,12,未上場,BtoB,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社Cross,http://www.three-cross.co.jp,桑原広太郎,東京都,港区,-,600,2009,10,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社KOSTER,https://www.facebook.com,平井義裕,東京都,港区,-,900,2002,1,未上場,BtoC,IT,雑貨販売,Webアプリ・サービス運営,Web制作,,,,,,,,,,,,,,,,,
サイバーロジスティクス株式会社,http://www.cyberlogistics.ne.jp,手塚克彦,東京都,港区,-,10000,2000,3,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
インターネットジャーナル株式会社,http://fv1.jp,新田眞一,東京都,港区,-,500,2007,4,未上場,"BtoB,BtoC",IT,Webアプリ・サービス運営,CM制作・映像制作,,,,,,,,,,,,,,,,,,
株式会社デジタルアテンダント,https://www.digitalattendant.co.jp,金子和夫,東京都,港区,-,8585,2014,7,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社Roadie,http://roadie.co.jp,加藤拓也,東京都,港区,-,100,2015,11,未上場,BtoC,IT,システム開発,,,,,,,,,,,,,,,,,,,
B.Cast.Partner’s株式会社,https://b-cast-partners.com,-,東京都,港区,-,300,2021,1,未上場,BtoB,IT,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,,
株式会社ケーツーファクトリー,http://k2factory.co.jp,小西昭典,東京都,港区,-,1000,1991,11,未上場,BtoB,IT,CM制作・映像制作,ITインフラストラクチャー,Web制作,,,,,,,,,,,,,,,,,
株式会社往来,http://ouraivr.com,-,東京都,港区,-,-,2021,3,未上場,BtoC,IT,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,,
株式会社エヌワークス,http://www.n-works.info,久保寺勇太,東京都,港区,-,10,2008,12,未上場,BtoB,IT,Web制作,経営コンサル,,,,,,,,,,,,,,,,,,
